11-02-2023 23:35:57 GameStructure::initialize()
11-02-2023 23:35:57 SDLGraphicsManager::Initialize()
11-02-2023 23:35:58 SDLGraphicsManager ready.
11-02-2023 23:35:58 ResourceManager: reading resources.xml.
11-02-2023 23:35:58 Discovered music asset#: 1 LevelMusic4
11-02-2023 23:35:58 Discovered fx asset#: 2 scratch.wav
11-02-2023 23:35:58 Discovered fx asset#: 3 high.wav
11-02-2023 23:35:58 Discovered fx asset#: 4 medium.wav
11-02-2023 23:35:58 Discovered fx asset#: 5 low.wav
11-02-2023 23:35:58 Discovered graphic asset#: 6 p1.png
11-02-2023 23:35:58 Discovered graphic asset#: 7 p2.png
11-02-2023 23:35:58 Discovered graphic asset#: 8 p3.png
11-02-2023 23:35:58 Unloading asset: Assets/Platformer/Base pack/Player/p1_walk/p1_walk.png
11-02-2023 23:35:58 Discovered graphic asset#: 9 p1.png
11-02-2023 23:35:58 Unloading asset: Assets/Platformer/Base pack/Player/p2_walk/p2_walk.png
11-02-2023 23:35:58 Discovered graphic asset#: 10 p2.png
11-02-2023 23:35:58 Unloading asset: Assets/Platformer/Base pack/Player/p3_walk/p3_walk.png
11-02-2023 23:35:58 Discovered graphic asset#: 11 p3.png
11-02-2023 23:35:58 Discovered font asset#: 12 arial.ttf
11-02-2023 23:35:58 Discovered fx asset#: 13 beep.wav
11-02-2023 23:35:58 Discovered fx asset#: 14 boop.wav
11-02-2023 23:35:58 Discovered music asset#: 15 LevelMusic1
11-02-2023 23:35:58 Discovered music asset#: 16 LevelMusic2
11-02-2023 23:35:58 Discovered music asset#: 17 LevelMusic3
11-02-2023 23:35:58 Unloading asset: game/assets/character2.png
11-02-2023 23:35:58 Discovered graphic asset#: 18 snap_player
11-02-2023 23:35:58 Unloading asset: game/assets/character1.png
11-02-2023 23:35:58 Discovered graphic asset#: 188 edge_player
11-02-2023 23:35:58 Unloading asset: game/assets/coin_gold.png
11-02-2023 23:35:58 Discovered graphic asset#: 19 goldcoin
11-02-2023 23:35:58 Unloading asset: game/assets/coin_silver.png
11-02-2023 23:35:58 Discovered graphic asset#: 20 silvercoin
11-02-2023 23:35:58 Unloading asset: game/assets/coin_copper.png
11-02-2023 23:35:58 Discovered graphic asset#: 21 coppercoin
11-02-2023 23:35:58 Unloading asset: game/assets/hud_spritesheet.png
11-02-2023 23:35:58 Discovered graphic asset#: 22 hudspritesheet
11-02-2023 23:35:58 Discovered fx asset#: 23 win.wav
11-02-2023 23:35:58 Discovered music asset#: 24 AutoLevelMusic
11-02-2023 23:35:58 Discovered music asset#: 25 LevelMusic5
11-02-2023 23:35:58 Discovered font asset#: 26 kenvector_future2.ttf
11-02-2023 23:36:46 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:36:46 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:36:46 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:36:46 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:36:46 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:36:46 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:36:46 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:36:46 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:36:46 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:36:46 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:36:46 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:36:46 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:36:46 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:36:46 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:36:46 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:36:46 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:36:46 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:36:46 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:36:46 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:36:46 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:36:46 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:36:46 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:36:46 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:36:46 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:36:46 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:36:46 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:36:46 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:36:46 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:36:46 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:36:46 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:36:46 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:36:46 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:36:46 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:36:46 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:36:46 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:36:46 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:36:46 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:36:46 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:36:46 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:36:46 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:36:46 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:36:46 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:36:46 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:36:46 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:36:46 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:36:46 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:36:46 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:36:46 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:36:46 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:36:46 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:36:46 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:36:46 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:36:46 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:36:46 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:36:46 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:36:46 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:36:46 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:36:46 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:36:46 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:36:46 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:36:46 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:36:46 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:36:46 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:36:46 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:36:46 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:36:46 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:36:46 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:36:46 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:36:46 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:36:46 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:36:46 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:36:46 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:36:46 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:36:46 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:36:46 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:36:46 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:36:46 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:36:46 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:36:46 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:36:46 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:36:46 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:36:46 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:36:46 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:36:46 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:36:46 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:36:46 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:36:46 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:36:46 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:36:46 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:36:46 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:36:46 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:36:46 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:36:46 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:36:46 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:36:46 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:36:46 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:36:46 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:36:46 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:36:46 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:36:46 EventManager: Player1 subscribed to event ControllerMoveEvent
11-02-2023 23:36:46 EventManager: Player1 subscribed to event SettingsReloaded
11-02-2023 23:36:46 EventManager: Player1 subscribed to event Fire
11-02-2023 23:36:46 EventManager: Player1 subscribed to event GameWon
11-02-2023 23:36:46 EventManager: unknown subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: RoomPickup42 subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: RoomPickup75 subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: RoomPickup13 subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: RoomPickup42 subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: RoomPickup96 subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: RoomPickup48 subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: RoomPickup72 subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: RoomPickup26 subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: RoomPickup6 subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: RoomPickup73 subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: RoomPickup29 subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: RoomPickup4 subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: RoomPickup5 subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: RoomPickup26 subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: RoomPickup12 subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: RoomPickup75 subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: RoomPickup93 subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: RoomPickup65 subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: RoomPickup36 subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 EventManager: RoomPickup36 subscribed to event PlayerMovedEventType
11-02-2023 23:36:46 Detected level change. Loading level assets...
11-02-2023 23:36:46 scene 0: arial.ttf asset loaded.
11-02-2023 23:36:46 scene 0: kenvector_future2.ttf asset loaded.
11-02-2023 23:36:46 scene: 1p1.png asset unloaded.
11-02-2023 23:36:46 scene: 1LevelMusic1 asset unloaded.
11-02-2023 23:36:46 scene 2: p2.png asset loaded.
11-02-2023 23:36:46 scene 2: p3.png asset loaded.
11-02-2023 23:36:46 scene 2: LevelMusic2 asset loaded.
11-02-2023 23:36:46 Loading scene: game/scene2.xml
11-02-2023 23:36:46 Invalid or null object found in scene file
11-02-2023 23:36:46 Unloading asset: Assets/Platformer/Base pack/Player/p2_front.png
11-02-2023 23:36:46 Unloading asset: Assets/Platformer/Base pack/Player/p3_front.png
11-02-2023 23:36:51 Spotted player!
11-02-2023 23:36:52 50
11-02-2023 23:36:55 1
11-02-2023 23:36:56 2
11-02-2023 23:36:58 3
11-02-2023 23:36:58 4
11-02-2023 23:36:58 5
11-02-2023 23:36:58 6
11-02-2023 23:36:59 7
11-02-2023 23:36:59 8
11-02-2023 23:36:59 9
11-02-2023 23:37:01 10
11-02-2023 23:37:01 11
11-02-2023 23:37:02 12
11-02-2023 23:37:02 13
11-02-2023 23:37:04 14
11-02-2023 23:37:04 15
11-02-2023 23:37:07 Fire!
11-02-2023 23:37:07 Removed Right wall in room number 28
11-02-2023 23:37:07 Removed Left wall in room number 29
11-02-2023 23:37:07 16
11-02-2023 23:37:08 17
11-02-2023 23:37:09 Fire!
11-02-2023 23:37:09 Removed Left wall in room number 48
11-02-2023 23:37:09 Removed Right wall in room number 47
11-02-2023 23:37:10 18
11-02-2023 23:37:10 19
11-02-2023 23:37:12 20
11-02-2023 23:37:12 21
11-02-2023 23:37:12 Fire!
11-02-2023 23:37:12 Removed Bottom wall in room number 65
11-02-2023 23:37:12 Removed Top wall in room number 75
11-02-2023 23:37:12 22
11-02-2023 23:37:12 23
11-02-2023 23:37:13 Fire!
11-02-2023 23:37:13 Removed Bottom wall in room number 75
11-02-2023 23:37:13 Removed Top wall in room number 85
11-02-2023 23:37:13 Fire!
11-02-2023 23:37:13 Removed Right wall in room number 95
11-02-2023 23:37:13 Removed Left wall in room number 96
11-02-2023 23:37:14 24
11-02-2023 23:37:16 25
11-02-2023 23:37:16 26
11-02-2023 23:37:16 All Pickups Collected Well Done!
11-02-2023 23:37:19 EventManager: Enemy subscribed to event Fire
11-02-2023 23:37:19 EventManager: Enemy subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: Enemy subscribed to event Fire
11-02-2023 23:37:19 EventManager: Enemy subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: Enemy subscribed to event Fire
11-02-2023 23:37:19 EventManager: Enemy subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:19 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:19 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:19 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:19 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:19 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:19 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:19 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:19 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:19 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:19 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:19 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:19 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:19 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:19 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:19 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:19 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:19 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:19 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:19 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:19 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:19 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:19 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:19 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:19 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:19 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:19 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:19 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:19 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:19 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:19 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:19 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:19 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:19 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:19 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:19 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:19 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:19 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:19 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:19 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:19 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:19 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: Room subscribed to event SettingsReloaded
11-02-2023 23:37:19 EventManager: Room subscribed to event PlayerMovedEventType
11-02-2023 23:37:19 EventManager: Room subscribed to event SettingsReloaded
